long,lat,X_CART,Y_CART
-95.60018,28.738556,0.653174950793431,0.2904918437187113
-96.593943,28.307291,0.634705993300088,0.26655950355267233
-97.140034,27.829981,0.6261985435472855,0.24532539961785788
-97.370227,27.38019,0.6243755922943846,0.22793173659932123
-97.379761,26.690154,0.6291826947765242,0.20438999709836023
-97.330023,26.210209,0.6337914853368385,0.1885603533997176
-97.140034,25.869946,0.6405704159527129,0.17878797643265049
-97.530036,25.839793,0.631944422688934,0.17417111980152283
-98.240174,26.059934,0.6142620309239011,0.17522950504025744
-99.020178,26.370019,0.5944262447312152,0.17895341202765866
-99.300109,26.839912,0.5849012779927183,0.19259916575820554
-99.520225,27.539999,0.5752304900833873,0.21470120909199528
-100.110266,28.109912,0.5582620021030743,0.2294112169761269
-100.455801,28.696233,0.5467528727454213,0.246820664681739
-100.95745,29.380972,0.531273295540775,0.2665301939723061
-101.66229,29.779423,0.5132898231154772,0.27498501228359196
-102.479863,29.759863,0.4954616335848383,0.2683311057067811
-103.110109,28.969808,0.4861894107818683,0.2364178287912966
-103.939826,29.269842,0.4660580610262342,0.24112291395091212
-104.456823,29.571994,0.4529342715812923,0.24820783440933086
-104.705541,30.121805,0.44446435416381824,0.2657821992662113
-105.03733,30.644099,0.4343907016043938,0.2819340482556365
-105.631583,31.083839,0.4191171961471453,0.29366810162717205
-106.142766,31.399737,0.406389425057414,0.301701456371749
-106.507344,31.754289,0.3967201428721611,0.3120471895767369
-108.24,31.754854,0.35915356263042736,0.3025780188054106
-108.241966,31.342067,0.3609517593791196,0.28799968432579376
-109.043673,31.341899,0.3434410218168665,0.28390224010796966
-111.023786,31.334651,0.3001146552218189,0.2744127426261873
-113.305016,32.038975,0.2478279578910109,0.29037844647002015
-114.814743,32.525276,0.213568819850941,0.30266788885931095
-114.72139,32.72083,0.21506622810342738,0.30993856995444513
-115.99108,32.612583,0.18780293183055605,0.3023655460123582
-117.127729,32.535327,0.16326374545966585,0.2967118039568447
-117.295938,33.046225,0.15857845549223298,0.3146048968123864
-117.944,33.621236,0.14350915738370512,0.333790131112326
-118.410602,33.740909,0.13328243286455646,0.33714635591320563
-118.519895,34.027782,0.1304577778460362,0.3472307401770293
-119.081,34.078,0.11838599570875087,0.3480217662166007
-119.438841,34.348477,0.11035409219036413,0.35714260413012194
-120.367816,34.447226,0.09044800030870018,0.3593396222206345
-120.622865,34.608611,0.08484267504900939,0.36481756602470317
-120.744589,35.156821,0.08167370835142668,0.3843882677536975
-121.714556,36.161721,0.06041062025337326,0.41956748842407465
-122.547451,37.551817,0.042274621607043025,0.46904656258437954
-122.512,37.783611,0.04286504135439933,0.47742569144404073
-122.953317,38.113798,0.03371960302396243,0.4890868579204361
-123.726965,38.951473,0.017816042994535874,0.5190077800134161
-123.86507,39.766927,0.01487688305503268,0.5483813594966802
-124.397958,40.313018,0.0042730011153726604,0.5679956537564882
-124.178875,41.142244,0.008486572500897623,0.5978994206192239
-124.213809,41.999478,0.007712158126205293,0.6287653109965183
-124.53284,42.76599,0.0015620659226109057,0.6563210162520908
-124.14214,43.70838,0.008867856357809002,0.6902124634083667
-123.89893,45.52341,0.01307296564715664,0.7552934998093784
-123.998676,46.283069,0.011124167689012887,0.7824137068738567
-124.079635,46.86475,0.009578092599226432,0.8031412202010426
-124.39567,47.72017,0.003873000739929156,0.8335399673228285
-124.68721,48.184433,-0.0012660172131241866,0.8500112453209834
-124.566101,48.379715,0.0008547322272378919,0.8569328480947909
-123.12,48.04,0.026268433928670128,0.8451722157922453
-122.587138,47.095885,0.03614992321460161,0.8118659508893629
-122.340021,47.359952,0.04039106872913241,0.8213963753791822
-122.499831,48.18016,0.03708345600599795,0.8504273854237465
-122.84,49.0,0.030726678869130282,0.879278537399922
-120.002696,49.000885,0.0798148924475908,0.8815823575002484
-117.03143,48.999309,0.131147457204562,0.886068613680908
-116.048234,49.000369,0.14810460848963178,0.8880952007977244
-113.059502,49.001402,0.19954964915027135,0.8956602295936603
-110.070769,49.003004,0.25079347512002165,0.9054688514369932
-107.082037,49.00458,0.301786821218695,0.9174903165936933
-104.092762,49.00564,0.35249122447988407,0.9316985030324095
-100.629899,49.003004,0.4108120744732884,0.9507606257420628
-97.228943,49.000885,0.46756110259569056,0.9723344210150301
-95.158837,48.999826,0.5018147955136347,0.9868382627477956
-95.156202,49.384014,0.4988529057911844,0.9997778831677806
-94.81754,49.389285,0.5043580697349174,1.0024164551217976
-94.640264,48.840017,0.5116297074059947,0.9852698740434541
-94.32912,48.670673,0.5181236481375625,0.9818986205917759
-93.63061,48.609281,0.5301575943386798,0.9851427405639922
-92.609846,48.450015,0.5483225046187251,0.9877858452143335
-91.639879,48.13993,0.5669925146169544,0.9852691572534988
-90.830264,48.270103,0.5791629283491619,0.9963260722147481
-89.599952,48.010274,0.6017187991309839,0.9982344979937238
-89.599409,48.010274,0.6017277042186269,0.9982392325296853
-89.49003212913499,48.01340615044956,0.6034919067478264,0.999297973029486
-89.488885,48.015263,0.6034934258231176,0.9993694400815156
