"CZ_TYPE","US_FIPS","lat","long"
"C",19051,40.748089,-92.410345
"C",19053,40.736379,-93.78458
"C",19055,42.472937,-91.366767
"C",19057,40.915339,-91.186925
"C",19059,43.389611,-95.196057
"C",19061,42.463481,-90.878771
"C",19063,43.377984,-94.66937
"C",19065,42.864122,-91.840376
"C",19067,43.052741,-92.787367
"C",19069,42.736545,-93.271415
"C",19071,40.74259,-95.599182
"C",19073,42.042494,-94.388703
"C",19075,42.403339,-92.790244
"C",19077,41.683573,-94.501272
"C",19079,42.390768,-93.709198
"C",19081,43.075411,-93.743697
"C",19083,42.390208,-93.241669
"C",19085,41.688584,-95.827149
"C",19087,40.984802,-91.547259
"C",19089,43.365312,-92.321908
"C",19091,42.782221,-94.202775
"C",19093,42.39186,-95.507421
"C",19095,41.683918,-92.059123
"C",19097,42.164226,-90.574582
"C",19099,41.685551,-93.054147
"C",19101,41.005888,-91.966634
"C",19103,41.670668,-91.590529
"C",19105,42.125118,-91.116914
"C",19107,41.331182,-92.167721
"C",19109,43.212478,-94.213983
"C",19111,40.647588,-91.477157
"C",19113,42.077951,-91.597674
"C",19115,41.218211,-91.256994
"C",19117,41.033344,-93.331467
"C",19119,43.38358,-96.207201
"C",19121,41.330622,-94.015184
"C",19123,41.330797,-92.636366
"C",19125,41.331455,-93.093849
"C",19127,42.041691,-92.981452
"C",19129,41.033703,-95.619101
"C",19131,43.348564,-92.784466
"C",19133,42.049432,-95.956566
"C",19135,41.028847,-92.869642
"C",19137,41.021735,-95.15779
"C",19139,41.483776,-91.118699
"C",19141,43.083746,-95.625624
"C",19143,43.378542,-95.633788
"C",19145,40.73909,-95.14429
"C",19147,43.075337,-94.669055
"C",19149,42.737585,-96.215864
"C",19151,42.734033,-94.678279
"C",19153,41.684816,-93.568971
"C",19155,41.340184,-95.544905
"C",19157,41.684526,-92.522882
"C",19159,40.735334,-94.244251
"C",19161,42.387526,-95.105224
"C",19163,41.642079,-90.622289
"C",19165,41.679014,-95.308917
"C",19167,43.082646,-96.17801
"C",19169,42.037538,-93.466093
"C",19171,42.074848,-92.529411
"C",19173,40.737949,-94.697108
"C",19175,41.02855,-94.245091
"C",19177,40.754117,-91.952943
"C",19179,41.031275,-92.409466
"C",19181,41.332446,-93.568751
"C",19183,41.329401,-91.725052
"C",19185,40.739983,-93.332613
"C",19187,42.433579,-94.175831
"C",19189,43.378124,-93.743488
"C",19191,43.292989,-91.850788
"C",19193,42.39322,-96.053296
"C",19195,43.373491,-93.248533
"C",19197,42.733007,-93.734735
"C",20001,37.884228,-95.300945
"C",20003,38.215114,-95.292046
"C",20005,39.532544,-95.313397
"C",20007,37.222906,-98.685052
"C",20009,38.481239,-98.767837
"C",20011,37.8561,-94.850928
"C",20013,39.825931,-95.569905
"C",20015,37.773649,-96.83884
"C",20017,38.299475,-96.594029
"C",20019,37.154259,-96.245396
"C",20021,37.169392,-94.845698
"C",20023,39.789917,-101.727325
"C",20025,37.233831,-99.813869
"C",20027,39.344964,-97.168853
"C",20029,39.487329,-97.64139
"C",20031,38.23645,-95.729137
"C",20033,37.181442,-99.251293
"C",20035,37.234507,-96.837247
"C",20037,37.505821,-94.853897
"C",20039,39.783542,-100.459708
"C",20041,38.867735,-97.157943
"C",20043,39.788502,-95.147225
"C",20045,38.896417,-95.290947
"C",20047,37.883595,-99.304746
"C",20049,37.456026,-96.244642
"C",20051,38.914597,-99.317313
"C",20053,38.700845,-98.205355
"C",20055,38.049808,-100.739967
"C",20057,37.688416,-99.884748
"C",20059,38.558019,-95.278962
"C",20061,39.002139,-96.7681
"C",20063,38.917239,-100.48736
"C",20065,39.354972,-99.879894
"C",20067,37.547537,-101.299362
"C",20069,37.744513,-100.451716
"C",20071,38.480404,-101.80597
"C",20073,37.879347,-96.241732
"C",20075,37.995244,-101.793689
"C",20077,37.188184,-98.06659
"C",20079,38.050144,-97.436706
"C",20081,37.554979,-100.879952
"C",20083,38.087493,-99.898407
"C",20085,39.411145,-95.794485
"C",20087,39.239644,-95.375314
"C",20089,39.777002,-98.222618
"C",20091,38.883907,-94.82233
"C",20093,37.994461,-101.308136
"C",20095,37.552951,-98.144529
"C",20097,37.561231,-99.286539
"C",20099,37.191468,-95.297473
"C",20101,38.481286,-100.466185
"C",20103,39.189511,-95.038977
"C",20105,39.04728,-98.214284
"C",20107,38.216549,-94.844932
"C",20109,38.91327,-101.157402
"C",20111,38.455403,-96.161641
"C",20113,38.395812,-97.647489
"C",20115,38.359647,-97.102771
"C",20117,39.782709,-96.521243
"C",20119,37.243886,-100.360094
"C",20121,38.566772,-94.832963
"C",20123,39.393026,-98.207362
"C",20125,37.189537,-95.742403
"C",20127,38.688204,-96.651448
"C",20129,37.185249,-101.809516
"C",20131,39.791043,-96.005381
"C",20133,37.564283,-95.315682
"C",20135,38.480437,-99.908745
"C",20137,39.783867,-99.899235
"C",20139,38.650215,-95.708255
"C",20141,39.348261,-98.767942
"C",20143,39.137963,-97.654802
"C",20145,38.181477,-99.234772
"C",20147,39.784506,-99.34215
"C",20149,39.382187,-96.337113
"C",20151,37.647594,-98.74012
"C",20153,39.786198,-101.076738
"C",20155,37.948185,-98.078346
"C",20157,39.828906,-97.650883
"C",20159,38.347178,-98.201415
"C",20161,39.291211,-96.727489
"C",20163,39.346006,-99.324492
"C",20165,38.523596,-99.309184
"C",20167,38.91604,-98.770949
"C",20169,38.791804,-97.651478
"C",20171,38.481877,-100.90636
"C",20173,37.681045,-97.461054
"C",20175,37.18096,-100.855257
"C",20177,39.041805,-95.755664
"C",20179,39.350547,-100.441228
"C",20181,39.351352,-101.719859
"C",20183,39.78466,-98.785429
"C",20185,38.03563,-98.719889
"C",20187,37.565932,-101.789383
"C",20189,37.2017,-101.317268
"C",20191,37.236662,-97.493352
"C",20193,39.357713,-101.083386
"C",20195,38.921302,-99.865423
"C",20197,38.955154,-96.201262
"C",20199,38.926626,-101.771103
"C",20201,39.776714,-97.095611
"C",20203,38.481922,-101.347434
"C",20205,37.558515,-95.745175
"C",20207,37.888193,-95.758469
"C",20209,39.115384,-94.763087
"C",21001,37.105559,-85.28138
"C",21003,36.75077,-86.192458
"C",21005,38.005396,-84.986417
"C",21007,37.051323,-89.010367
"C",21009,36.962805,-85.932108
"C",21011,38.152249,-83.737641
"C",21013,36.728928,-83.680718
"C",21015,38.9589,-84.736371
"C",21017,38.202562,-84.20986
"C",21019,38.360004,-82.681406
"C",21021,37.618104,-84.868352
"C",21023,38.680365,-84.115235
"C",21025,37.517807,-83.317158
"C",21027,37.777988,-86.432919
"C",21029,37.969945,-85.702636
"C",21031,37.207013,-86.682471
"C",21033,37.148642,-87.870509
"C",21035,36.620978,-88.274086
"C",21037,38.946981,-84.379583
"C",21039,36.85718,-88.976614
"C",21041,38.668394,-85.124024
"C",21043,38.309549,-83.048796
"C",21045,37.321962,-84.92822
"C",21047,36.892059,-87.492986
"C",21049,37.970314,-84.145115
"C",21051,37.164273,-83.715473
"C",21053,36.727258,-85.136098
"C",21055,37.358149,-88.10501
"C",21057,36.782372,-85.388484
"C",21059,37.731671,-87.087139
"C",21061,37.227514,-86.218015
"C",21063,38.116883,-83.096116
"C",21065,37.692449,-83.963983
"C",21067,38.040675,-84.458274
"C",21069,38.367848,-83.699205
"C",21071,37.552456,-82.739724
"C",21073,38.234919,-84.868786
"C",21075,36.552511,-89.187659
"C",21077,38.760103,-84.862153
"C",21079,37.630162,-84.545856
"C",21081,38.649167,-84.625924
"C",21083,36.723344,-88.649897
"C",21085,37.458577,-86.344011
"C",21087,37.275382,-85.578483
"C",21089,38.563562,-82.93382
"C",21091,37.843325,-86.792761
"C",21093,37.695836,-85.963183
"C",21095,36.859223,-83.221497
"C",21097,38.444578,-84.334131
"C",21099,37.309097,-85.882123
"C",21101,37.792542,-87.572577
"C",21103,38.451383,-85.119647
"C",21105,36.675896,-88.972084
"C",21107,37.31107,-87.542196
"C",21109,37.403458,-84.020576
"C",21111,38.189532,-85.657624
"C",21113,37.873291,-84.58396
"C",21115,37.847756,-82.830121
"C",21117,38.930503,-84.533438
"C",21119,37.354368,-82.952546
"C",21121,36.8885,-83.855551
"C",21123,37.544462,-85.696841
"C",21125,37.113268,-84.119395
"C",21127,38.074453,-82.73829
"C",21129,37.608116,-83.719248
"C",21131,37.087846,-83.388617
"C",21133,37.118536,-82.861251
"C",21135,38.535047,-83.370143
"C",21137,37.457174,-84.658335
"C",21139,37.209517,-88.363426
"C",21141,36.859607,-86.881288
"C",21143,37.023976,-88.083391
"C",21145,37.054111,-88.712454
"C",21147,36.731136,-84.491052
"C",21149,37.526707,-87.265597
"C",21151,37.725511,-84.278362
"C",21153,37.698983,-83.069721
"C",21155,37.552604,-85.268959
"C",21157,36.882017,-88.332752
"C",21159,37.796774,-82.506623
"C",21161,38.594137,-83.828125
"C",21163,37.967476,-86.200863
"C",21165,37.935501,-83.589365
"C",21167,37.812085,-84.879695
"C",21169,36.99243,-85.633456
"C",21171,36.714077,-85.713508
"C",21173,38.038109,-83.912416
"C",21175,37.92294,-83.258944
"C",21177,37.213816,-87.134092
"C",21179,37.80312,-85.465931
"C",21181,38.338031,-84.026223
"C",21183,37.477859,-86.844871
"C",21185,38.400127,-85.456152
"C",21187,38.499395,-84.84159
"C",21189,37.423622,-83.691637
"C",21191,38.696284,-84.351943
"C",21193,37.241282,-83.217772
"C",21195,37.486031,-82.410912
"C",21197,37.809907,-83.831354
"C",21199,37.107374,-84.576953
"C",21201,38.513473,-84.06423
"C",21203,37.36105,-84.314368
"C",21205,38.204266,-83.428079
"C",21207,36.990587,-85.05495
"C",21209,38.28571,-84.57834
"C",21211,38.239011,-85.228247
"C",21213,36.740937,-86.581793
"C",21215,38.025411,-85.317174
"C",21217,37.36621,-85.328059
"C",21219,36.840338,-87.183642
"C",21221,36.807681,-87.858652
"C",21223,38.62004,-85.351208
"C",21225,37.658029,-87.95165
"C",21227,36.995634,-86.423579
"C",21229,37.754209,-85.175416
"C",21231,36.800772,-84.82659
"C",21233,37.51946,-87.68479
"C",21235,36.758024,-84.144648
"C",21237,37.743893,-83.49511
"C",21239,38.043103,-84.748855
"C",22001,30.291497,-92.411037
"C",22003,30.652744,-92.819605
"C",22005,30.206444,-90.912502
"C",22007,29.898853,-91.052465
"C",22009,31.088503,-91.983275
"C",22011,30.645018,-93.340253
"C",22013,32.340952,-93.041151
"C",22015,32.698481,-93.626561
"C",22017,32.577195,-93.882423
"C",22019,30.229559,-93.358015
"C",22021,32.101219,-92.114231
"C",22023,29.871812,-93.164948
"C",22025,31.666517,-91.846703
"C",22027,32.82716,-92.989728
"C",22029,31.469805,-91.626315
"C",22031,32.059248,-93.740797
"C",22033,30.54393,-91.093131
"C",22035,32.73017,-91.234141
"C",22037,30.839784,-91.043434
"C",22039,30.720693,-92.404086
"C",22041,32.139076,-91.672371
"C",22043,31.597787,-92.561716
"C",22045,30.007127,-91.976784
"C",22047,30.270628,-91.365848
"C",22049,32.30429,-92.5617
"C",22051,29.522281,-90.081001
"C",22053,30.269529,-92.816221
"C",22055,30.206507,-92.06417
"C",22057,29.491992,-90.394849
"C",22059,31.680083,-92.161596
"C",22061,32.601823,-92.662303
"C",22063,30.440419,-90.727474
"C",22065,32.346878,-91.231932
"C",22067,32.820008,-91.800399
"C",22069,31.732551,-93.082611
"C",22071,30.05342,-89.934502
"C",22073,32.480932,-92.151581
"C",22075,29.282447,-89.576068
"C",22077,30.708319,-91.604621
"C",22079,31.193204,-92.535953
"C",22081,32.101213,-93.34905
"C",22083,32.413158,-91.748353
"C",22085,31.560402,-93.559579
"C",22087,29.91811,-89.263494
"C",22089,29.905722,-90.357855
"C",22091,30.822539,-90.708307
"C",22093,30.024777,-90.793956
"C",22095,30.144068,-90.49096
"C",22097,30.583441,-91.989274
"C",22099,30.121433,-91.611481
"C",22101,29.629349,-91.463804
"C",22103,30.410022,-89.951962
"C",22105,30.621531,-90.40663
"C",22107,32.001489,-91.342576
"C",22109,29.33413,-90.843674
"C",22111,32.829349,-92.37565
"C",22113,29.789722,-92.291568
"C",22115,31.110563,-93.18152
"C",22117,30.852144,-90.046253
"C",22119,32.732152,-93.339825
"C",22121,30.464052,-91.309808
"C",22123,32.79248,-91.451998
"C",22125,30.872701,-91.421008
"C",22127,31.941187,-92.641269
"C",23001,44.167681,-70.207435
"C",23003,46.709193,-68.612409
"C",23005,43.808348,-70.330375
"C",23007,44.976724,-70.414935
"C",23009,44.564906,-68.370703
"C",23011,44.417012,-69.765764
"C",23013,44.042045,-69.038514
"C",23015,43.994781,-69.513624
"C",23017,44.4945,-70.734421
"C",23019,45.409284,-68.666616
"C",23021,45.915639,-69.102231
"C",23023,43.916845,-69.844227
"C",23025,45.503646,-69.95611
"C",23027,44.505834,-69.138952
"C",23029,44.967009,-67.609354
"C",23031,43.426019,-70.668425
"C",24001,39.612313,-78.703104
"C",24003,38.991617,-76.560894
"C",24005,39.443167,-76.616569
"C",24009,38.522719,-76.529762
"C",24011,38.871531,-75.831662
"C",24013,39.563331,-77.015328
"C",24015,39.562354,-75.941585
"C",24017,38.472853,-77.015427
"C",24019,38.429196,-76.047433
"C",24021,39.470214,-77.397628
"C",24023,39.547299,-79.274619
"C",24025,39.537429,-76.299789
"C",24027,39.252264,-76.924406
"C",24029,39.241279,-76.125987
"C",24031,39.137381,-77.203063
"C",24033,38.829288,-76.84818
"C",24035,39.040693,-76.082405
"C",24037,38.220289,-76.530384
"C",24039,38.07445,-75.853323
"C",24041,38.748349,-76.178476
"C",24043,39.603621,-77.814671
"C",24045,38.36737,-75.632083
"C",24047,38.222133,-75.309931
"C",24510,39.300032,-76.610476
"C",25001,41.799014,-70.21188
"C",25003,42.371493,-73.217928
"C",25005,41.748588,-71.088894
"C",25007,41.38097,-70.701499
"C",25009,42.642708,-70.864909
"C",25011,42.584504,-72.591792
"C",25013,42.136198,-72.635648
"C",25015,42.339459,-72.663694
"C",25017,42.481718,-71.394916
"C",25019,41.305878,-70.14191
"C",25021,42.171739,-71.181111
"C",25023,41.987196,-70.741942
"C",25025,42.338551,-71.018253
"C",25027,42.311693,-71.940282
"C",26001,44.682535,-82.834078
"C",26003,47.080077,-86.564108
"C",26005,42.595787,-86.634745
"C",26007,44.894954,-83.426574
"C",26009,45.005455,-85.175639
"C",26011,44.036833,-83.740675
"C",26013,46.695859,-88.36181
"C",26015,42.582811,-85.31455
"C",26017,43.699711,-83.978701
"C",26019,44.648621,-86.494326
"C",26021,41.791382,-86.742543
"C",26023,41.918455,-85.066885
"C",26025,42.24299,-85.012385
"C",26027,41.917243,-86.000142
"C",26029,45.513164,-85.450392
"C",26031,45.476022,-84.495431
"C",26033,46.321819,-84.52063
"C",26035,43.991137,-84.838325
"C",26037,42.950455,-84.591695
"C",26039,44.680175,-84.611343
"C",26041,45.805229,-86.901938
"C",26043,46.012825,-87.866123
"C",26045,42.58953,-84.84645
"C",26047,45.590094,-84.986822
"C",26049,43.021077,-83.706372
"C",26051,43.98975,-84.389816
"C",26053,46.461513,-89.806863
"C",26055,44.718688,-85.553848
"C",26057,43.292326,-84.60469
"C",26059,41.927461,-84.637479
"C",26061,46.998427,-88.651903
"C",26063,43.907616,-82.857045
"C",26065,42.603534,-84.373811
"C",26067,42.94465,-85.073766
"C",26069,44.329482,-82.849444
"C",26071,46.170254,-88.540526
"C",26073,43.645233,-84.839424
"C",26075,42.248474,-84.420868
"C",26077,42.246266,-85.532854
"C",26079,44.678881,-85.088992
"C",26081,43.032497,-85.547446
"C",26083,47.681974,-88.148797
"C",26085,43.995187,-85.8114
"C",26087,43.088633,-83.224325
"C",26089,45.146182,-86.051574
"C",26091,41.896022,-84.074356
"C",26093,42.602532,-83.911718
"C",26095,46.940602,-85.582368
"C",26097,46.167868,-85.303762
"C",26099,42.671553,-82.911456
"C",26101,44.350386,-86.602967
"C",26103,46.656596,-87.584028
"C",26105,43.996636,-86.750814
"C",26107,43.635295,-85.332751
"C",26109,45.536207,-87.501811
"C",26111,43.648203,-84.379414
"C",26113,44.325424,-85.085471
"C",26115,41.916097,-83.487106
"C",26117,43.312782,-85.149468
"C",26119,45.024134,-84.130107
"C",26121,43.289258,-86.751892
"C",26123,43.562712,-85.791372
"C",26125,42.660452,-83.38421
"C",26127,43.647255,-86.807575
"C",26129,44.33328,-84.128073
"C",26131,47.216602,-89.500463
"C",26133,43.997552,-85.322283
"C",26135,44.687257,-84.126905
"C",26137,45.021787,-84.576603
"C",26139,42.942461,-86.654946
"C",26141,45.489515,-83.384019
"C",26143,44.339517,-84.611271
"C",26145,43.328267,-84.05541
"C",26147,42.928803,-82.668913
"C",26149,41.911488,-85.52287
"C",26151,43.449155,-82.642815
"C",26153,46.021122,-86.197029
"C",26155,42.951545,-84.146352
"C",26157,43.487902,-83.436618
"C",26159,42.28215,-86.306076
"C",26161,42.252217,-83.843423
"C",26163,42.284664,-83.261953
"C",26165,44.331375,-85.570046
"C",27001,46.602446,-93.41976
"C",27003,45.27411,-93.242723
"C",27005,46.937629,-95.741757
"C",27007,47.879508,-95.00505
"C",27009,45.701225,-94.00144
"C",27011,45.419925,-96.402226
"C",27013,44.03371,-94.064012
"C",27015,44.246541,-94.733647
"C",27017,46.603818,-92.671044
"C",27019,44.82132,-93.800091
"C",27021,46.951745,-94.333705
"C",27023,45.028625,-95.564108
"C",27025,45.505444,-92.903849
"C",27027,46.898377,-96.494901
"C",27029,47.575873,-95.371117
"C",27031,47.538569,-90.290189
"C",27033,44.010639,-95.183152
"C",27035,46.491653,-94.070718
"C",27037,44.670893,-93.062481
"C",27039,44.020706,-92.869353
"C",27041,45.936829,-95.462156
"C",27043,43.676522,-93.947234
"C",27045,43.679187,-92.093937
"C",27047,43.674202,-93.350289
"C",27049,44.406178,-92.716
"C",27051,45.930743,-96.010699
"C",27053,45.006121,-93.475228
"C",27055,43.66699,-91.501556
"C",27057,47.095551,-94.91329
"C",27059,45.562431,-93.296339
"C",27061,47.490817,-93.611102
"C",27063,43.671111,-95.149731
"C",27065,45.94776,-93.297788
"C",27067,45.152714,-95.004981
"C",27069,48.77604,-96.780349
"C",27071,48.245374,-93.782896
"C",27073,44.999856,-96.176836
"C",27075,47.517111,-91.411704
"C",27077,48.7681,-94.904633
"C",27079,44.373424,-93.730143
"C",27081,44.408238,-96.272032
"C",27083,44.409195,-95.847268
"C",27085,44.821657,-94.272323
"C",27087,47.328387,-95.811089
"C",27089,48.362728,-96.357761
"C",27091,43.677118,-94.537252
"C",27093,45.123155,-94.527346
"C",27095,45.929043,-93.632996
"C",27097,46.020484,-94.266619
"C",27099,43.666249,-92.759514
"C",27101,44.015594,-95.761581
"C",27103,44.35882,-94.245684
"C",27105,43.677686,-95.763132
"C",27107,47.329453,-96.463776
"C",27109,43.999499,-92.410099
"C",27111,46.405727,-95.714581
"C",27113,48.069247,-96.037725
"C",27115,46.10094,-92.763094
"C",27117,44.015361,-96.257015
"C",27119,47.774254,-96.400027
"C",27121,45.589623,-95.446705
"C",27123,45.015204,-93.099965
"C",27125,47.865487,-96.08718
"C",27127,44.403536,-95.254241
"C",27129,44.723697,-94.955617
"C",27131,44.350734,-93.298505
"C",27133,43.669587,-96.263238
"C",27135,48.761068,-95.821504
"C",27137,47.578635,-92.51457
"C",27139,44.651805,-93.533731
"C",27141,45.453176,-93.76913
"C",27143,44.575734,-94.230123
"C",27145,45.555235,-94.610482
"C",27147,44.015261,-93.220453
"C",27149,45.593461,-95.992315
"C",27151,45.27581,-95.690124
"C",27153,46.066569,-94.900576
"C",27155,45.769935,-96.474832
"C",27157,44.289693,-92.23334
"C",27159,46.586986,-94.988608
"C",27161,44.01846,-93.589844
"C",27163,45.037929,-92.890117
"C",27165,43.978109,-94.613798
"C",27167,46.362335,-96.476657
"C",27169,43.982268,-91.776708
"C",27171,45.175091,-93.966396
"C",27173,44.715736,-95.862756
"C",28001,31.486224,-91.351797
"C",28003,34.886569,-88.581109
"C",28005,31.203933,-90.795542
"C",28007,33.090468,-89.588622
"C",28009,34.810518,-89.200285
"C",28011,33.799139,-90.88412
"C",28013,33.936634,-89.337114
"C",28015,33.440795,-89.918887
"C",28017,33.933277,-88.947558
"C",28019,33.345964,-89.251332
"C",28021,31.97281,-90.915424
"C",28023,32.045374,-88.687976
"C",28025,33.65967,-88.782468
"C",28027,34.22867,-90.603165
"C",28029,31.866915,-90.448758
"C",28031,31.633331,-89.548897
"C",28033,34.874266,-89.99324
"C",28035,31.18858,-89.259447
"C",28037,31.477773,-90.895457
"C",28039,30.855431,-88.642268
"C",28041,31.212845,-88.634811
"C",28043,33.770031,-89.80274
"C",28045,30.391641,-89.482791
"C",28047,30.416536,-89.083376
"C",28049,32.267788,-90.466017
"C",28051,33.125942,-90.091197
"C",28053,33.130996,-90.523421
"C",28055,32.755539,-91.003535
"C",28057,34.281075,-88.363127
"C",28059,30.456005,-88.625101
"C",28061,32.016989,-89.11943
"C",28063,31.733633,-91.043878
"C",28065,31.564808,-89.827086
"C",28067,31.616601,-89.168532
"C",28069,32.750136,-88.625631
"C",28071,34.353078,-89.485385
"C",28073,31.197586,-89.506369
"C",28075,32.403998,-88.660449
"C",28077,31.550009,-90.10753
"C",28079,32.76063,-89.52225
"C",28081,34.29237,-88.682439
"C",28083,33.54979,-90.294934
"C",28085,31.535216,-90.453566
"C",28087,33.471424,-88.439723
"C",28089,32.63437,-90.03416
"C",28091,31.230167,-89.821712
"C",28093,34.76619,-89.504231
"C",28095,33.89003,-88.485038
"C",28097,33.500714,-89.639625
"C",28099,32.752518,-89.119274
"C",28101,32.40197,-89.118412
"C",28103,33.106508,-88.566004
"C",28105,33.422313,-88.876151
"C",28107,34.365205,-89.963065
"C",28109,30.774793,-89.586904
"C",28111,31.169307,-88.988755
"C",28113,31.177516,-90.397725
"C",28115,34.227081,-89.037239
"C",28117,34.620566,-88.522184
"C",28119,34.252833,-90.290171
"C",28121,32.267123,-89.946063
"C",28123,32.411959,-89.533486
"C",28125,32.892395,-90.827613
"C",28127,31.902505,-89.917709
"C",28129,32.019029,-89.494876
"C",28131,30.790184,-89.112297
"C",28133,33.605529,-90.59509
"C",28135,33.954529,-90.172243
"C",28137,34.649553,-89.943105
"C",28139,34.763618,-88.918819
"C",28141,34.737697,-88.236064
"C",28143,34.652201,-90.37177
"C",28145,34.489533,-89.002339
"C",28147,31.164492,-90.103431
"C",28149,32.356095,-90.852384
"C",28151,33.273174,-90.944446
"C",28153,31.642503,-88.678214
"C",28155,33.612061,-89.283961
"C",28157,31.161091,-91.324617
"C",28159,33.078724,-89.037391
"C",28161,34.030666,-89.703807
"C",28163,32.765675,-90.387928
"C",29001,40.190666,-92.603592
"C",29003,39.988863,-94.803551
"C",29005,40.431846,-95.437555
"C",29007,39.214481,-91.843418
"C",29009,36.699376,-93.834334
"C",29011,37.500799,-94.344089
"C",29013,38.257217,-94.339246
"C",29015,38.301036,-93.287942
"C",29017,37.318427,-90.024645
"C",29019,38.989861,-92.310202
"C",29021,39.660369,-94.808173
"C",29023,36.71518,-90.40313
"C",29025,39.658998,-93.979179
"C",29027,38.835547,-91.923446
"C",29029,38.026527,-92.765327
"C",29031,37.384141,-89.685658
"C",29033,39.427375,-93.500227
"C",29035,36.944858,-90.945705
"C",29037,38.646474,-94.354547
"C",29039,37.733655,-93.850014
"C",29041,39.517968,-92.96162
"C",29043,36.969739,-93.187614
"C",29045,40.407275,-91.729472
"C",29047,39.315551,-94.421502
"C",29049,39.608723,-94.395803
"C",29051,38.503233,-92.280027
"C",29053,38.845386,-92.812323
"C",29055,37.96656,-91.313933
"C",29057,37.43235,-93.854878
"C",29059,37.683583,-93.033815
"C",29061,39.962839,-93.970053
"C",29063,39.894665,-94.40719
"C",29065,37.603072,-91.489717
"C",29067,36.946517,-92.515892
"C",29069,36.306905,-90.065394
"C",29071,38.413003,-91.072832
"C",29073,38.441183,-91.50578
"C",29075,40.208127,-94.405321
"C",29077,37.258196,-93.340641
"C",29079,40.112541,-93.565054
"C",29081,40.34562,-93.992582
"C",29083,38.386491,-93.792628
"C",29085,37.93691,-93.322988
"C",29087,40.095724,-95.219072
"C",29089,39.143365,-92.695926
"C",29091,36.774369,-91.887368
"C",29093,37.594364,-90.984682
"C",29095,39.005336,-94.343165
"C",29097,37.205197,-94.337259
"C",29099,38.25763,-90.543681
"C",29101,38.741528,-93.811863
"C",29103,40.136856,-92.146835
"C",29105,37.659698,-92.594843
"C",29107,39.068705,-93.802639
"C",29109,37.10659,-93.830551
"C",29111,40.084559,-91.728803
"C",29113,39.062255,-90.962916
"C",29115,39.86444,-93.108019
"C",29117,39.778587,-93.548201
"C",29119,36.630218,-94.343956
"C",29121,39.829795,-92.56434
"C",29123,37.474481,-90.343413
"C",29125,38.162615,-91.923601
"C",29127,39.807538,-91.635379
"C",29129,40.421413,-93.567631
"C",29131,38.21668,-92.429876
"C",29133,36.826264,-89.295929
"C",29135,38.633037,-92.583642
"C",29137,39.49827,-92.006458
"C",29139,38.935184,-91.465427
"C",29141,38.420806,-92.874835
"C",29143,36.594261,-89.655948
"C",29145,36.908371,-94.335034
"C",29147,40.361136,-94.883146
"C",29149,36.68531,-91.401827
"C",29151,38.464253,-91.859504
"C",29153,36.64959,-92.458549
"C",29155,36.209916,-89.785942
"C",29157,37.71113,-89.802125
"C",29159,38.727367,-93.285207
"C",29161,37.866326,-91.790349
"C",29163,39.339959,-91.171607
"C",29165,39.378696,-94.761472
"C",29167,37.616761,-93.400817
"C",29169,37.824835,-92.207022
"C",29171,40.478606,-93.014531
"C",29173,39.553455,-91.524787
"C",29175,39.439249,-92.492959
"C",29177,39.308401,-93.995746
"C",29179,37.366464,-90.972282
"C",29181,36.65017,-90.874834
"C",29183,38.781102,-90.674915
"C",29185,38.04223,-93.77656
"C",29186,37.885845,-90.161531
"C",29187,37.810707,-90.473868
"C",29189,38.640688,-90.446073
"C",29195,39.13584,-93.204164
"C",29197,40.469361,-92.519016
"C",29199,40.447686,-92.142824
"C",29201,37.047793,-89.568098
"C",29203,37.152498,-91.391328
"C",29205,39.797531,-92.088719
"C",29207,36.851557,-89.947481
"C",29209,36.751004,-93.473701
"C",29211,40.209587,-93.109783
"C",29213,36.649827,-93.042819
"C",29215,37.314257,-91.964478
"C",29217,37.850196,-94.341597
"C",29219,38.761902,-91.159306
"C",29221,37.942611,-90.897018
"C",29223,37.111074,-90.453931
"C",29225,37.280804,-92.87608
"C",29227,40.480499,-94.419198
"C",29229,37.267633,-92.479989
"C",29510,38.635699,-90.244582
"C",30001,45.133863,-112.892869
"C",30003,45.407869,-107.518163
"C",30005,48.428282,-108.967648
"C",30007,46.329849,-111.497873
"C",30009,45.224468,-109.028554
"C",30011,45.516825,-104.515324
"C",30013,47.316575,-111.350262
"C",30015,47.886834,-110.4362
"C",30017,46.261414,-105.550352
"C",30019,48.794429,-105.541739
"C",30021,47.26613,-104.898271
"C",30023,46.094672,-113.141624
"C",30025,46.318184,-104.405718
"C",30027,47.225221,-109.232138
"C",30029,48.314678,-114.054295
"C",30031,45.518054,-111.163921
"C",30033,47.267184,-106.995991
"C",30035,48.705671,-112.990502
"C",30037,46.380624,-109.174586
"C",30039,46.395955,-113.427356
"C",30041,48.631959,-110.106321
"C",30043,46.124232,-112.059428
"C",30045,47.032558,-110.30532
"C",30047,47.642901,-114.083687
"C",30049,47.132013,-112.373367
"C",30051,48.559654,-111.036924
"C",30053,48.552385,-115.463185
"C",30055,47.629628,-105.757222
"C",30057,45.32529,-111.913791
"C",30059,46.5857,-110.92174
"C",30061,47.151942,-115.065627
"C",30063,47.027263,-113.892691
"C",30065,46.505281,-108.439763
"C",30067,45.421429,-110.53276
"C",30069,47.141917,-108.226575
"C",30071,48.250143,-107.928897
"C",30073,48.228604,-112.220761
"C",30075,45.408926,-105.555344
